Index,Text,Grade,Type,bert.2.pred,bert.2.prob.1,bert.2.prob.2,bert.2.prob.3,bert.2.prob.4,bert.2.prob.5
211,"Large colorful globes are popping up around our planet. They are part of an art project called Cool Globes. Artists are creating the globes to remind people to take care of our planet.
The project began in 2007 in Chicago, Illinois. The exhibit then traveled to other U.S. cities. This month, the globes will be in London, England.
People can take simple actions to help Earth, says Wendy Abrams. She is the person who came up with the idea of Cool Globes. We all have the power to do something, and together we can have an
, she says. An impact is the power of something to cause changes.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.6311644911766052,0.2753589451313019,0.06963523477315903,0.011706001125276089,0.012135271914303303
106,"The chart shows pictures of three rain forest frogs and facts about them. Read the chart. Circle the answer to each question below.
1.  Which frog on the chart is about 1 inch long?
     poison arrow           red-eyed tree
2.  What does the red-eyed tree frog eat?
     tree branches          insects
3.  Which frog can be blue, yellow, or red?
     Wallace's flying       poison arrow
4.  Which frog can fly or glide from one tree to another?
     red-eyed tree           Wallace's flying
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.7396396398544312,0.1488807499408722,0.07618673890829086,0.013938556425273418,0.021354330703616142
264,"Spring brings warmer weather. That weather melts any snow and ice left from winter. The melted water trickles through streams and rivers and into lakes and oceans. Trickling water is an important part of life for animals and plants.
Spring brings baby birds. Baby birds usually hatch during the spring. The birds chirp loudly to their mothers and fathers. When baby birds are chirping, they seem to be saying, ""Feed me!"" They must be hungry!
Spring brings whooshing winds. The wind blows clouds and kites in the sky. Wind also helps plants spread their seeds. When seeds land, they grow into new plants and flowers.
Spring brings new plants and flowers. Busy bees buzz from flower to flower to collect
. Nectar is a sweet liquid made by flowers. The buzzing bees collect nectar for food to eat.
Whoosh has the sh sound. List five other words with the same sound.
People have five senses: hearing, sight, smell, taste, and touch. We hear many sounds during spring. Our other senses also tell us about spring. The list below gives examples of the ways people use those senses in spring.
blooming flowers, such as tulips, in a field.
freshly cut green grass on a lawn.
What other examples can you think of for each sense above?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.7793794274330139,0.14922106266021729,0.03855041041970253,0.019095642492175102,0.013753583654761314
556,"are events in which athletes from around the world compete in different sports. This February, the Winter Olympics will be held in Turin, Italy. One of the newest Winter Olympic sports is snowboarding.
The Winter Olympics take place every four years. Here are some popular Winter Olympic sports.
was added to the Winter Olympics in 1998. It is a lot like skateboarding and skiing. Snowboarders slide down a steep hill on a long, flat board. They do tricks in the air with their snowboards.
is dancing on ice. Skaters perform their moves to music. Some of those difficult moves include spinning in the air and flipping backward. Skaters are judged on those moves.
is a sport in which athletes push a sled down an icy track. Once the sled starts to slide, the riders jump inside. The bobsled can travel up to 90 miles per hour. Thats about the speed of a train!
(LOOJ) is the French word for ""sled."" Like bobsledding, it is one of the fastest Olympic sports. The sled races down an icy spiral track. It can also reach speeds up to 90 miles per hour.
is like running or walking on skis. Athletes use wax on the bottom of their skis to glide uphill, downhill, and across flat land smoothly. They can ski almost as fast as a car travels.
is a team sport played on an ice rink. Each team has six players on the ice. Players use long, curved sticks to hit a hard rubber disk called a puck into a goal.
What do all these Olympic athletes have in common?
measures published under license with MetaMetrics, Inc.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.7032390832901001,0.2090902179479599,0.06090974062681198,0.012950269505381584,0.013810624368488789
145,"Each fall, monarch butterflies leave places that turn cold. The monarchs fly to warmer places. Turn the page to learn more about monarch butterflies.
The map to the right shows some places where monarch butterflies migrate for the winter.
means to move from one place to another. Monarchs migrate to warm places like California, Florida, and Mexico.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.7993319034576416,0.1368120014667511,0.03299865499138832,0.01693391427397728,0.013923575170338154
46,"recently kicked Pluto out of the family of planets. Astronomers are scientists who study the universe beyond Earth.
What is a planet? Scientists finally decided on a definition. They said a planet must be almost round and must orbit the sun in its own path. Plutos orbit crossed Neptunes path, so scientists named Pluto a
That is the name they gave to a new group of small objects in space. ""These dwarf planets are popping up everywhere,"" says astronomer Alan Stern.
In January 2006, a spacecraft blasted off to explore Pluto. At that time, Pluto was the last unvisited planet. Now it may become the first visited dwarf planet. The spacecraft is scheduled to arrive in 2015. What might the scientists discover about Pluto?
measures published under license with MetaMetrics, Inc.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.5325338244438171,0.3171789050102234,0.12666426599025726,0.011307076551020145,0.01231597550213337
121,"Constitution Day is September 17. That is the day our Constitution was signed.
for our country. A law is a rule.
Our country had many different rules. People wanted to have one set of rules.
A group of leaders worked together to write the Constitution. This painting is an artists idea of what that meeting looked like.
The leaders met in Independence Hall. That is a famous building in Philadelphia, Pennsylvania.
The Constitution was written in 1787. That was more than 200 years ago!
The Constitution has more than 4,000 words. A
(KWIL) was used to write those words. A quill is a pen made from a feather. It is dipped in ink.
measures published under license with MetaMetrics, Inc.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.7285414934158325,0.18179331719875336,0.053834136575460434,0.018061183393001556,0.01776977628469467
615,"Constitution Day is September 17. That is the day our Constitution was signed. On that day, Americans will celebrate in different ways.
Students will learn about the Constitution at school. In some places, kids and adults will hear people read it aloud. Some kids will sign a copy of the Constitution. How will you celebrate this important day?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.7595077753067017,0.1572197526693344,0.049221865832805634,0.016709355637431145,0.017341284081339836
69,"How can you be ready in case of a fire at home? Learn safety tips and practice! Here are four safety tips you should know.
Smoke alarms save lives. Have an alarm inside and outside each bedroom. You should also have a smoke alarm on every level of the home. Push the test button at least once a month. That will let you know whether the alarm is working.
Fire can spread quickly. Every family needs to be prepared. How? Have a home fire escape plan. Draw the plan and talk about it. The drawing should show two ways out of each room. Those may be doors or windows. Then practice the plan twice a year. Practice during the day and at night.
Choose a safe place outside where everyone will meet. Get out and stay out! Never go back inside a burning building.
Once you are outside, dial 9-1-1 or the number for your fire department.
Why is it important to have a home fire escape plan? How might practicing it help you?
measures published under license with MetaMetrics, Inc.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.7828035354614258,0.14767423272132874,0.03744358941912651,0.017210131511092186,0.01486845314502716
369,"Welcome to the Firehouse!: Rooms in a Firehouse
waits in the radio room for calls. If a call comes in, the dispatcher tells the firefighters.
When firefighters are not busy, they take turns cooking and eating in the kitchen.
Some firefighters stay overnight in the firehouse. They sleep in beds called
Firefighters wear turnout gear to help them stay safe.
. Turnout gear is special clothing that helps them stay safe in flames, heat, and smoke.
There are different kinds of fire trucks. A
is used to rescue people from tall buildings.
This fire truck pumps water from hydrants.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.7861688733100891,0.14591191709041595,0.039422690868377686,0.014016210101544857,0.014480391517281532
208,"When the sun goes down, some animals wake up! They are
They are active at night. They sleep during the day.
Many owls, bats, and snakes are nocturnal. They have special ways to find
in the dark. Prey is an animal that is hunted by another animal for food.
Owls can see well at night. They also have great hearing. The feathers on the edge of their wings are soft. That lets owls fly quietly. They can sneak up on their prey. Owls hunt mice and other small animals.
Bat: Delpho M/Photolibrary; Moth: Michael Durham/Minden Pictures
Most bats eat insects. Bats have a special way of finding food. They make high-pitched sounds. The sounds bounce off insects and return to the bats. That lets the bats know where to find the insects.
Pit vipers are snakes. They sense the heat of other animals. Their heat sensors are inside holes on their faces. The holes are called pits. They help the snakes find their prey in the dark. Pit vipers eat frogs and other small animals.
How might being nocturnal help animals survive?
measures published under license with MetaMetrics, Inc.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.7702338099479675,0.15345579385757446,0.04331408441066742,0.019415030255913734,0.013581354171037674
510,"Goats are helping to prevent forest fires.
Goats are doing their part to help prevent forest fires. Goats eat tall grass, weeds, and small branches. Those plants often spread forest fires in places such as California and Florida.
Many states are using goats to eat plants on mountains and in fields close to people's houses. By eating plants in those areas, the goats leave a clear patch of land. That way, if a fire starts in the forest, it will not be able to spread to where people live.
In 1999, there were about 94,000 forest fires in the United States.
Forest fires in 1999 burned nearly 9,500 square miles of land in the United States.
Most forest fires are started by people. People are sometimes careless with cigarettes and campfires.
Lightning is another cause of forest fires. When the forest is very dry and lightning strikes it, a fire can start.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.5318741202354431,0.29707467555999756,0.14525206387043,0.011079452931880951,0.014719688333570957
142,"The U.S. Mint will release the last five state quarters this year!
Many kids are checking their coins for new state quarters. This year, they can complete their collections. The
will release the last five of the 50 state quarters starting this month. The U.S. Mint is the place that makes coins.
The 50 State Quarters Program began in 1999. Since then, the U.S. Mint has made five new state quarters each year. The coins are released to the public in the order in which each state became part of the United States.
The front, or heads side, of each state quarter is the same. They all have a picture of George Washington. He was the first president of the United States. He became president in 1789.
The back, or tails side, of each state quarter is
(yoo-NEEK). That means one of a kind. The design shows something special about that state. ""The program teaches people about the rich history of the states,"" says Michael White. He is a spokesperson for the U.S. Mint.
Many kids and adults started collecting coins in 1999 because of the new state quarters. ""It is, by far, the most popular and successful program in U.S. Mint history,"" says White. ""More than 140 million Americans collect them.""
Until 1965, quarters were made of silver. Today, quarters are made of copper and nickel.
New Jersey's quarter has a picture of George Washington on each side.
Coins last for about 30 years. Paper money lasts only about 18 months.
The main office of the U.S. Mint is in Washington, D.C. Offices are also located in five other cities across the United States. Study the map to learn more.
The U.S. Mint in Philadelphia is the largest mint in the world!
If you could design your own state quarter, what would it look like? Why?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.551769495010376,0.322183758020401,0.10246454924345016,0.00953034870326519,0.014051887206733227
536,"A Grand View of the Grand Canyon
Soon visitors to the Grand Canyon in Arizona will be able to step out onto a glass walkway to get a better view of one of the world's most beautiful canyons.
is a deep, narrow valley with steep sides. The Grand Canyon was cut into Earth over millions of years by the waters of the Colorado River.
The new walkway, called the Skywalk, is on the west
or edge, of the canyon. It juts out 70 feet. When it officially opens, visitors will be able to look down at deep rock formations.
The walkway was built on land owned by a Native American tribe called the Hualapai (WAH-luh-pigh). They want to attract more people to the west rim. ""It's a whole new way to experience the Grand Canyon,"" says spokesperson Sheri Yellowhawk.
measures published under license with MetaMetrics, Inc.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,1,0.16903337836265564,0.466169536113739,0.342041939496994,0.009896868839859962,0.012858298607170582
55,"The H.L. Hunley in the lifting sling.
A sunken Civil War submarine was brought out of the water in August.
became the first submarine to sink an enemy ship. On its way back to shore, the sub disappeared.
In 1995, a team of divers found the
in the water off the coast of South Carolina. The sub was filled with 65,000 pounds of sand and water.
In August, divers put 32 thick straps around the sub. The straps were attached to a steel frame that surrounded the sub. A huge crane lifted the frame and the sub from the water in only three minutes.
Now scientists will clean and study the sub. Scientists hope to solve the mystery of the sub's disappearance.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.5871947407722473,0.29134929180145264,0.09465725719928741,0.01405122596770525,0.01274751778692007
598,"or information, about different kinds of dinosaurs. Use the data to answer the questions. Choose your answer.
Which dinosaur weighed 10,000 to 12,000 pounds?
How many of the dinosaurs listed lived in Asia?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.7917424440383911,0.13085488975048065,0.04398041591048241,0.016312768682837486,0.0171093437820673
521,"Library of Congress, Prints and Photographs Edition.
Each February, Americans celebrate Presidents Day. On that day, George Washington and Abraham Lincoln are remembered. Read the chart below. Then answer the questions about these two presidents.
  Which president was born in 1809?
  For how many years was George Washington president?
  Who was president in 1795?
  What jobs did Lincoln have before he was president of the United States?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.7880308628082275,0.14635036885738373,0.03617390617728233,0.015808915719389915,0.013636009767651558
191,"Sahara Sunday Spain is like a lot of 9-year-olds. She enjoys painting pictures, singing songs, and writing poetry. But unlike most kids her age, Sahara is a published poet. In February, she published her first book of poems.
Sahara started writing poems when she was 5 years old. Now some of the 400 poems she has written are in a book. The book is called
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.6195964217185974,0.2607344686985016,0.08704892545938492,0.015626898035407066,0.016993379220366478
148,"Scooters, skateboards, and in-line skates can be a lot of fun. But without safety gear, kids who use these toys are in danger. Play it safe!
In 1999, about 3? million kids were hurt while playing sports and using outdoor toys. Almost half of those kids got hurt while playing with scooters, skateboards, or in-line skates.
The injured kids were probably not wearing safety gear. Without safety gear, playing with some toys can be very dangerous. Pads and guards protect parts of your body that could be hurt if you fall.
Most kids know that they should wear a helmet when they ride a bike. But kids should also wear helmets when they play with scooters, skateboards, and in-line skates. Kids can cut the chances of getting hurt in half by wearing protective gear.
Follow these safety tips when playing with scooters, skateboards, or in-line skates:
Learn how to use the toy the correct way.
If a move seems dangerous, do not try it!
Do not play with the toy outside at night.
Home Connection Activities: What's Wrong With These Pictures?
measures published under license with MetaMetrics, Inc.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.7281512022018433,0.18608242273330688,0.05895007774233818,0.014427420683205128,0.012388761155307293
612,"Many animals live in a tropical rain forest. Some of them have bright colors. The red-eyed tree frog is one of those animals.
A tropical rain forest is a warm, wet place. It is a home for many animals. Many kinds of plants grow there too. Read about the layers of a rain forest.
A leaf-cutting ant uses leaves to make a tent for shelter.
is the top layer. It is made up of the tops of the very tallest trees. It is home to many birds and insects. Macaws fly up in the trees here. They like to scream loudly to each other. These birds eat fruits, nuts, and flowers.
is made up of the tops of most other rain forest trees. It is home to many animals. Sloths hang upside down from tree branches here. Big, strong claws on the sloth's feet help it grab a branch. The furry sloth does not move much.
Jaguars live in the understory of the rain forest.
is a dark, cool layer under the leaves of many trees. Emerald tree boas wrap around branches of trees here. The boa hunts at night to catch birds and other small animals. This snake can open its jaws wide enough to swallow a bird whole!
is dark and damp. Not much sunlight reaches it. Leaf-cutter ants work hard here, using their sharp jaws to cut pieces of leaves. This ant carries leaves that are 20 times its weight. That is like a person carrying a 1-ton load!
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.7682330012321472,0.1573270559310913,0.039905235171318054,0.01940094120800495,0.015133756212890148
164,"What do takeout pizza and toys have in common? Justin Lewis and Matthew Balick invented toys they call Flip-Its out of
. A pizza saver is the white piece of plastic used to keep cheese off the takeout box.
Balick and Lewis, both from Illinois, found that if they pressed down on a pizza saver, it went flying. So they created 24 colorful, three-legged Flip-Itz characters.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.659726619720459,0.24895109236240387,0.06845095753669739,0.010762353427708149,0.012109050527215004
190,"Many African penguins live on Robben Island. A ship carrying oil sank near the island. The oil spilled into the water and covered thousands of penguins. Oil can make penguins sick, so wildlife workers tried to help them.
In July, wildlife workers rescued African penguins from Robben Island. Robben Island is in the Atlantic Ocean near South Africa. Workers took 14,500 oily penguins to a wildlife center. Each penguin was carefully washed. It took two people about an hour to clean the oil from each of the birds!
Workers took the cleaned penguins to the east coast of South Africa. The penguins were set free in the ocean and swam back to Robben Island. While the penguins were swimming home, workers had time to clean up the spilled oil.
Workers put a special device on a few penguins. The device sent information to a computer. The computer showed exactly where each penguin was on its 560-mile swim home.
Did you know that there are 17 kinds of penguins? Here are just a few:
The emperor penguin is the largest of all penguins. It stands about 4 feet tall and can weigh up to 100 pounds.
The little blue penguin is the smallest penguin. It is only a foot high and weighs less than 2 pounds.
The rockhopper penguin has yellow feathers on its head.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.6758134365081787,0.23637717962265015,0.06433802098035812,0.010765205137431622,0.012706088833510876
314,"What are some other ways people use snow?
Whiskers's class kept track of how much snow fell during five days in December. They measured the snow each morning and watched the weather. Below is the chart they made. Use the chart to answer the questions.
How deep was the snow on Tuesday?
How deep was the snow on Friday?
What was the weather like on Monday?
What was the weather like on Wednesday?
On which day was the snow the deepest?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.7870763540267944,0.14729546010494232,0.034500669687986374,0.01723717898130417,0.013890278525650501
448,"Read the paragraph below. Then choose the best answer for each question.
Did you know that Popsicles were once called Epsicles? They were named after Frank Epperson. He invented them by accident in 1905 at the age of 11. One night, he left a drink outside in the cold. The drink had a stirring stick in it. The next day, he saw that the drink had frozen around the stick. Epperson began selling his Epsicles in 1923. At that time, they came in seven flavors.
 What name did Frank Epperson give his invention?
 What happened when he left his drink outside?
 When did he start selling his frozen treats?
 How many flavors of Epsicles did he sell?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.7349274754524231,0.1889401227235794,0.04475058987736702,0.017978055402636528,0.013403763994574547
150,"Russia and North Pole on the globe
Both the United States and Russia are worried about polar bears. Russia is a large country in Europe and Asia. Many polar bears are hunted each year. Some people eat polar bear meat. Others sell polar bear fur to be used for rugs. The United States and Russia fear that the number of polar bears is dropping too quickly.
Recently, both countries agreed to protect polar bears. People in each country can hunt only a small number of polar bears each year. They can no longer hunt female bears or
Now that both countries have signed the agreement, there may soon be more polar bears.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.7100375294685364,0.20842185616493225,0.05680283531546593,0.012424717657268047,0.012312965467572212
414,"How are a cold and the flu the same? How are they different? Read the words below. Write each word or phrase in the correct box.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.8048922419548035,0.12612491846084595,0.034757718443870544,0.017093466594815254,0.017131570726633072
128,"An elephant digs up food with its tusks.
Animal teeth come in different shapes and sizes. Different teeth are helpful in different ways.
A tiger slices and cuts through food with its long teeth.
An elephant digs up food with its tusks and chews with its teeth.
A shark grabs and chews food with its razor-sharp teeth.
A hippo crushes food with its teeth and powerful jaws.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.7756272554397583,0.1479172259569168,0.03812410682439804,0.023416876792907715,0.01491447351872921
282,"Bees are insects. Insects have three main body partsthe head, thorax, and abdomen. Read the diagram of the parts of a honeybee, and then answer the questions below.
 The part of a honeybee located between the head and the abdomen is called the
 The antennae are attached to the
 The part of a honeybee that contains the heart, the stomach, and other organs is the
 The legs and wings are attached to the
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.7866096496582031,0.13351181149482727,0.049250997602939606,0.013833045028150082,0.01679462008178234
94,"In North Dakota, Saje Beard rides to school every morning on Ruth, her pet mule. Saje hitches Ruth to a tree while she attends classes in a one-room schoolhouse. Look inside to learn about some unusual ways kids go to school!
helps people get from one place to another. Check out some different types of transportation that kids in the United States take to school.
In South Naknek, Alaska, kids fly to school on an airplane! The flight lasts two minutes and carries the children across a river. In winter, their flight to school is sometimes delayed because it is so dark outside.
In New York City, many students ride a
to school. A subway is an underground train. New York City has one of the worlds longest subway systems.
Some kids in Seattle, Washington, take a
to school. A ferry is a boat that carries cars, trucks, people, and goods across a small body of water. These students go to school in a two-room schoolhouse on a tiny island. The ferry ride lasts more than one hour. On the way, the kids see ducks, whales, and seagulls.
Leadville, Colorado, is sometimes called ""Cloud City."" That is because it is located in the mountains, high in the sky. It is so cold in Leadville that it can snow during the summer. When the snow is deep, kids ski and ride snowmobiles to school.
1807: Robert Fulton invented the first practical
1897: The first subway in the United States began running in Boston, Massachusetts.
1903: The Wright Brothers made the worlds first
1908: Henry Ford built the first practical
How is the Model T car different from cars today?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2,0,0.5594583749771118,0.265076220035553,0.13493821024894714,0.016827620565891266,0.023699624463915825
