Index,Text,Grade,Type
163,"What lives in the oceans? Scientists are trying to find out. They recently finished a 10-year study. It is called the Census of Marine Life. A
More than 2,000 scientists worked on the census. They explored all parts of the oceans. They discovered many new kinds of animals. Most of those animals live in the deepest parts of the oceans. Those areas had not been explored much until now.
The census is just the beginning. The ocean is simply so vast that, after 10 years of hard work, we still have only snapshots, though sometimes detailed, of what the sea contains. But it is an important and impressive start, says Nancy Knowlton. She is a scientist who worked on the census.
This deep-sea creature has a yellow stomach that reaches out to feed all parts of its body.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
371,"The map below shows the continent of South America. Use the map and the key to answer the questions below.
South America is bordered on the east by the __________ Ocean.
The rain forest __________ covers the northern part of South America.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
540,"Read each question, and choose the correct answer.
1.  How many Native American regions are shown on the map?
2.  Which direction is California from the Great Plains?
3.  Which group does not live in the Southwest?
4.  How many groups are shown on the chart?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
192,"Scientists have made a tooth discovery. They believe they have found the oldest tooth marks made by a
A mammal is an animal with hair on its body.
This close-up photo of a dinosaur bone shows tooth marks made by an animal 75 million years ago.
The tooth marks were made 75 million years ago. They were found on the bones of dinosaurs and other animals that lived long ago. Scientists say the mammal that made the marks was the size of a squirrel.
Why do scientists think a mammal made the marks? The bites show pairs of upper and lower teeth. At that time, mammals were the only animals that had that
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
340,"Scientists recently studied black bears in Alaska. The bears hibernated for about six months. During that time, the bears breathing slowed down. Their heartbeats slowed too.
What barely changed? The bears body temperature! It dropped only a few degrees. That surprised scientists. Most animals that hibernate have a large drop in temperature.
As body temperature drops, the body slows down and uses less energy. It was surprising that hibernating bears were able to save so much energy without a large drop in body temperature, says Oivind Toien. He is the scientist who led the study.
A black bear hibernates in a den.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
253,"The Life of Martin Luther King Jr
A memorial for Martin Luther King Jr. is being built in our nation's capital.
Martin Luther King Jr. was a leader. He lived from 1929 to 1968. Americans honor him in January with a national holiday. This year, Martin Luther King Jr. Day is January 21.
King grew up in the southern part of the United States. At that time, laws treated African American people differently from white people. African Americans were forced to sit in the back of buses. They also had to use separate bathrooms and water fountains.
When King was older, he worked to change those laws. As a result, equal rights laws were passed. Those laws provide the same rights to all Americans.
King will soon be honored with a
. A memorial is a statue or a place that honors a person or an event. The King memorial is being built on the National Mall. That is a park in Washington, D.C., our nation's capital. Memorials for some U.S. presidents are also on the Mall.
The King memorial is scheduled to be finished this year. It will have a 30-foot statue of King. Sentences from some of his speeches will be carved into a stone wall.
The cost of the memorial is $100 million. Most of that money has been raised. A concert was held in September in New York City to raise the rest of the money. Many famous singers performed. The singers included Aretha Franklin, Stevie Wonder, and Garth Brooks.
The Life of Martin Luther King Jr.
1929: Born in Atlanta, Georgia, on January 15
1953: Marries Coretta Scott in Marion, Alabama
1954: Becomes pastor of a church in Montgomery, Alabama
1963: Gives the ""I Have a Dream"" speech in Washington, D.C.
Why is it important to treat people fairly and equally?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
367,"This year, Memorial Day will be celebrated on May 28. On this holiday, we honor the American men and women who have served in past wars. A special animal cemetery in New York honors dogs that helped soldiers in wars.
Dogs helped locate people injured in wars. When specially trained dogs brought a soldier's helmet to rescue workers, they knew the soldier needed help. Dogs also carried messages and supplies during wars.
The Hartsdale Pet Cemetery in Hartsdale, New York, built a memorial to war dogs in 1923. Since then, the cemetery has held a special ceremony each Memorial Day to honor the dogs.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
575,"Learn about the Hispanic way of life.
(fee-ESS-tah) time! That is the Spanish word for party. Hispanic Heritage Month is here. It takes place from September 15 to October 15. During that time, we celebrate the Hispanic way of life.
are people whose families came to the United States from Spanish-speaking countries.
Many Hispanic Americans speak both Spanish and English.
(OH-lah) is the Spanish word for hello. What do those two words have in common?
What type of bread is flat and round? It is the Spanish
(tor-TEE-yah). It is often filled with meat, cheese, and beans. Many people add sour cream on top.
Music and dance are a big part of Hispanic culture. Dancers wear brightly colored clothing. They move and spin to the beat of the music.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
368,"Whiskers' Thinking Page: How Many People Voted?
The table shows how many people voted in six past elections. Study the table. Then choose the correct answer to each question.
In which year did the largest number of people vote?
How many more people voted in 2000 than in 1996?
How many fewer people voted in 1980 than in 1992?
In which year did 95 million people vote?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
612,"Many animals live in a tropical rain forest. Some of them have bright colors. The red-eyed tree frog is one of those animals.
A tropical rain forest is a warm, wet place. It is a home for many animals. Many kinds of plants grow there too. Read about the layers of a rain forest.
A leaf-cutting ant uses leaves to make a tent for shelter.
is the top layer. It is made up of the tops of the very tallest trees. It is home to many birds and insects. Macaws fly up in the trees here. They like to scream loudly to each other. These birds eat fruits, nuts, and flowers.
is made up of the tops of most other rain forest trees. It is home to many animals. Sloths hang upside down from tree branches here. Big, strong claws on the sloth's feet help it grab a branch. The furry sloth does not move much.
Jaguars live in the understory of the rain forest.
is a dark, cool layer under the leaves of many trees. Emerald tree boas wrap around branches of trees here. The boa hunts at night to catch birds and other small animals. This snake can open its jaws wide enough to swallow a bird whole!
is dark and damp. Not much sunlight reaches it. Leaf-cutter ants work hard here, using their sharp jaws to cut pieces of leaves. This ant carries leaves that are 20 times its weight. That is like a person carrying a 1-ton load!
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
517,"Read the chart. Fill in the circle next to the correct answer.
1.  How long does Uranus take to travel around the sun?
2.  Earth takes one year to travel around the sun. How many days are in a year?
3.  Which of these planets is farther from the sun?
4.  How much farther from the sun is Venus than Mercury?
Note: The times are in Earth days/years.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
157,"An amphibian is an animal that lives part of its life in water and part on land.
The pickerel frog often lives near cool streams.
Frogs live on every continent except Antarctica. They can be found in many different places. Most frogs live near ponds and other wet places. They can be found in rain forests and deserts. Some live in caves. Some even live high in the mountains.
When frogs are hungry, they hunt for food. Whats on the menu? Almost anything that moves! Frogs eat insects, worms, snails, and other small animals.
A green tree frog catches a hawk moth.
using their sticky tongues. Prey are animals eaten by other animals. Frogs dont chew. They swallow their prey whole.
A frog hides in a pond filled with a water plant called duckweed.
water through their skin. To absorb is to take in. Although frogs have lungs, they also breathe through their skin. They can do that only when their skin is moist.
Frogs can become prey. Snakes, birds, and other animals eat them. Frogs often use their colors to stay safe. Some frogs hide with the help of
(KA-muh-flahzh). Their colors, patterns, or shapes help them match their surroundings. That is why many frogs are brown or green.
The strawberry poison dart frog is only about an inch long.
Other frogs are brightly colored. That warns animals to stay away. Bright colors mean that the frogs may taste bad or be poisonous.
Why might most frogs live near water?
measures published under license with MetaMetrics, Inc.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
554,"Chinese New Year Is a Special Time!
Chinese New Year begins February 18 and lasts 15 days. This dragon is a symbol of good luck. Dragons are sometimes used in Chinese New Year parades.
Chinese New Year Is a Special Time!
People say good-bye to the old year and welcome the new year.
Many people wear red and gold. Those colors are thought to bring happiness and wealth. Family and friends give children small red envelopes filled with money.
People eat special foods, such as noodles, during Chinese New Year. They also eat dumplings and other foods called dim sum.
People decorate their homes with paper decorations and scrolls. They usually show symbols of good luck, wealth, and happiness.
The Chinese lion dance is often part of the Chinese New Year celebration. People believe that the dance brings good luck.
The Chinese people use an animal to name each year. The year 2007 is the Year of the Pig. People born in the Year of the Pig are thought to be honest and hardworking and have good manners.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
3,"Do you like to eat pie on Thanksgiving? The chart below shows the most popular Thanksgiving pies in the United States. Use the information in the chart to answer the questions.
Which type of pie is the most popular?
Which type of pie is the fourth most popular?
What is the ranking for pumpkin pie?
Which kinds of pies are tied with pecan pie?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
176,"The chart shows how many hurricanes hit the United States from 1851 to 2006. Each row shows how many hurricanes happened in that month. Study the chart. Then choose the correct answer to each question.
1.  Which month had the most hurricanes?
2.  Which month had the fewest hurricanes?
3.  How many more hurricanes hit in June than in November?
4.  What is the total number of hurricanes that hit in October and November?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
168,"Spring is the season when most apple trees start to bloom. A blooming apple tree grows flowers. In the spring, the weather gets warmer. Soon apples will grow in the places where the flowers are.
Winter is the season when most apple trees rest. In the winter, the weather is coldest. Apple trees have lost their leaves. The branches stay bare until the next spring.
Summer is the season when apples grow bigger. In the summer, the weather is warmest. The new apples are light green. They are not ready to be picked yet. It takes all summer for an apple to fully grow.
Fall is the season when most apples are ripe. Ripe apples are ready to be picked. In the fall, the weather is cooler. People eat the ripe apples. People make apple juice and applesauce from apples, too.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
164,"What do takeout pizza and toys have in common? Justin Lewis and Matthew Balick invented toys they call Flip-Its out of
. A pizza saver is the white piece of plastic used to keep cheese off the takeout box.
Balick and Lewis, both from Illinois, found that if they pressed down on a pizza saver, it went flying. So they created 24 colorful, three-legged Flip-Itz characters.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
25,"are in some foods we eat. A calorie is a measure of how much energy you'll get from a food.
Study the table. Then choose the correct answer to each question.
How many calories does an apple have?
How many more calories are in an ounce of cheese than in a spear of broccoli?
If you ate an apple and drank a glass of whole milk, how many calories would you have taken in?
How many fewer calories are in a slice of white bread than in a helping of ham?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
127,"Scientists have never seen a living giant squid. They want to learn more about this huge animal that lives deep in the ocean.
Scientists believe giant squids live about a mile down in the ocean. They live in the coldest, darkest part of the ocean.
Recently, scientists traveled in submarines to look for the giant squid. Even with the light from the submarine, they could not see the huge giant squid.
The sperm whale is the giant squid's only enemy. Scientists attached video cameras to the heads of some sperm whales with suction cups. They hoped the cameras would take pictures of giant squids swimming. The cameras filmed other types of squids, but not the giant squid. For now, the giant squid remains a mystery.
What Does a Giant Squid Look Like?
A giant squid has eight arms and two
. A tentacle is like an arm, except it is much longer.
A giant squid can be 60 feet long and weigh 1,000 pounds.
A giant squid has huge eyes, as big as a kid's head.
A giant squid has a beak that looks somewhat like a parrot's beak.
Debra Ingrao works at Mote Marine Laboratory in Florida. Last year, Debra flew to New Zealand to bring back a dead giant squid to study. She talked to
I love the ocean and want to learn more about the sea animals living in it.
What do you love most about your job?
I enjoy studying sea animals in their natural habitats. [A
is the place where an animal lives.]
Why is studying the giant squid important?
Everything we learn helps us understand the deep sea better.
Should we be afraid of the giant squid?
Its large size is scary! But giant squids don't live where people swim.
What does a giant squid's skin feel like?
The skin is very smooth and a bit slimy.
Do you want to go on a search for a living giant squid in the future?
If I got to go on a search, it would be my wildest dream come true!
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
111,"The Amazon rain forest is the largest tropical rain forest in the world. A tropical rain forest is a thick, warm, and wet place. The Amazon rain forest is found in South America. The rain forest is home to many animals.
The tallest trees make up the emergent layer. Many birds, such as the
, live here. The Scarlet Macaw is a parrot. It can fly up to 35 miles per hour. It is about 3 feet long. Scarlet Macaws eat fruit, seeds, and nuts.
The next layer is called the canopy. The leaves of the trees in the canopy are very thick. Animals, like the
, live here. The Howler Monkey is very loud. Howlers eat leaves, flowers, fruits, and nuts.
The undertory is the nest layer. Small trees and shrubs grow here. It is cool and dark many insects, such as the
, live here. This Morpho is right blue. Each of its wings can be 3 to 5 inches wide!
The next layer is the forest floor. It is soft, dark, and wet. Many animals, such as the
, live here. Giant Anteaters eat ants and termites. Giant Anteaters catch their food with their long tongues. Their tongues can be 2 feet long!
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
350,"What type of dinosaur had a nose that looked like a beak? Hadrosaurs! That is why they are often known as duck-billed dinosaurs.
Hadrosaurs were plant eaters. They moved in
, or groups. Most ate while standing on four legs. They were able to walk and run on two legs.
Some hadrosaurs had head crests. The crests were made of a long piece of hollow bone.
means having an empty space on the inside.
Many scientists believe the crest was like a trumpet. The scientists say hadrosaurs used their crests to make sounds and send signals to one another.
The dinosaurs crest could honk out a sound like a trumpet, say scientists.
Why do you think hadrosaurs traveled in herds?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
241,"Whiskers' Thinking Page: The Size of a Shark
or kinds, of sharks are different lengths. This table shows four species of sharks and their usual lengths. Study the table. Then choose the correct answer to each question.
How much longer is the great white shark than the Greenland shark?
How much shorter is the Greenland shark than the basking shark?
Which shark is 9 feet longer than the mako shark?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
437,"Where on Earth can you find 700 pieces of Native American art? At the National Museum of the American Indian in New York City. The art is part of a new exhibit there.
The National Museum of the American Indian
This bowl and mask were made by Native Americans.
The exhibit is called Infinity Nations. It has art from many different Native American groups.
The exhibit shows the variety of art in the museums collection, says Quinn Bradley. She is a spokesperson for the museum. It also shows the importance of each piece of art and the tribes that created them.
The National Museum of the American Indian
This painted piece of buffalo skin can be seen at the new exhibit.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
553,"Can dogs help children read? Two dogs are doing just that at a library in New Jersey! Children read aloud for 20 minutes as furry friends Emma and Sophie listen. Emma is an English Labrador, and Sophie is an English sheepdog.
or listeners, for beginning readers who may feel nervous. ""We hope that children find the program fun and that they want to come back,"" Ann Woodrow, youth services librarian, told
. She also said she hopes children connect reading with fun.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
581,"Football is not just for men and boys anymore. The Women's Professional Football League (WPFL) had its first game in October.
Right now, the WPFL has 14 teams. Each team will play ten games this season.
Past women's football leagues in the United States have failed. But there are strong women's football teams in Australia, Germany, and Japan. They play by the same rules the U.S. teams follow.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
358,"Read the poem. Then choose the correct answer for each question.
 How many lines make up this poem?
 What type of poem is this?
 What does the poet describe as ""dancing softly""?
 Which sentence best describes the weather in the poem?
Which two words in the poem rhyme?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
338,"Animals that are too old to perform in zoos or circuses now have special places to live. They can live in retirement homes. Both Nevada and California have special places for retired animals. The animals have plenty of room to run and play. The animals have pools to swim in and trees to climb. Volunteers take care of the animals.
All kinds of animals live in the retirement homes. At one home, an ostrich and a buffalo spend lots of time together!
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
521,"Library of Congress, Prints and Photographs Edition.
Each February, Americans celebrate Presidents Day. On that day, George Washington and Abraham Lincoln are remembered. Read the chart below. Then answer the questions about these two presidents.
  Which president was born in 1809?
  For how many years was George Washington president?
  Who was president in 1795?
  What jobs did Lincoln have before he was president of the United States?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
428,"Kids are helping keep track of monarchs. The kids are putting tags on the butterflies. The tags are tiny stickers. Each tag has a number on it. The number shows when and where each monarch was found.
Scientists look for monarchs with the tags. They want to keep track of them. Why? The number of monarchs is getting smaller. People are cutting down plants and trees where the butterflies live. Scientists want to learn more about monarchs so they can save them.
Why might scientists want to save monarch butterflies?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
44,"Music, television, computerswhat do they have in common? Kids are listening to them louder and louder. Scientists say that 5 million kids in the United States have
or harmed, their hearing. Courtney Burnham, a fourth grader from Connecticut, likes to listen to loud music while walking to school. ""I wish I could listen to it during school,"" she says. Scientists say the best way to keep your hearing sharp is to wear earplugs or just
Is your portable music device harming your hearing?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
20,"Tornado season has started in the United States. A
is a powerful, spinning wind. It is also known as a twister.
Most tornadoes last fewer than 15 minutes. During that time, a twister can travel across a large area of land and destroy everything in its path.
The strong winds in some tornadoes reach speeds of up to 300 miles per hour. Those winds can toss cars and other objects high into the air.
Tornadoes can happen any time of the year. However, they are most common from March through July.
A tornado can destroy homes and trees.
Most tornadoes start as thunderstorms. During those storms, heavy rain and lightning are common. Large
, or ball-shaped pieces of ice, may also fall.
Large thunderstorm clouds appear in the sky. The clouds become dark. Thunder can be heard.
Warm and cold air meet. Air rises from the ground to the clouds. If the rising air starts to spin, a funnel-shaped cloud can form.
The funnel-shaped cloud spins faster. When the bottom of the cloud touches the ground, it becomes a tornado.
As the tornado travels across the ground, it picks up anything in its way.
Why is it important to learn about tornadoes?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
296,"Read about a monarch butterfly's life below. Then choose the correct answer to each question.
A female monarch lays an egg on the leaf of a milkweed plant.
A larva hatches from the egg. A larva is a caterpillar.
After a few weeks, the larva grows into a pupa. It forms a hard shell called a chrysalis.
In 10 to 14 days, a butterfly comes out of the chrysalis.
 Where does a female monarch lay eggs?
 on the leaf of a milkweed plant
 What does the pupa do in the chrysalis?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
468,"An American Leader: The Story of Martin Luther King Jr.
Martin Luther King Jr. lived from 1929 to 1968. He worked to help all people be treated fairly. Each January, we honor his work with a holiday.
During the 1950s and 1960s, Martin Luther King Jr. worked to stop the unfair treatment of African American people. Some of those people were treated differently than white people were. African Americans had to use separate bathrooms and sit in the backseats of buses.
King lived in Montgomery, Alabama, when he started working for fairness. Recently, his house was fixed up to look exactly the way it did when he lived there. Visitors learn about King when they tour the house.
Martin Luther King Jr. gave his famous ""I Have a Dream"" speech in Washington, D.C. in 1963.
In 1963, Martin Luther King Jr. gave his ""I Have a Dream"" speech. He spoke in front of the Lincoln Memorial in Washington, D.C. He told people that he dreamed that everyone would have
. Equal rights make sure that everyone is treated fairly and equally.
Martin Luther King Jr. Day is a national holiday in the United States. On this day, people honor Martin Luther King Jr. Children around the country learn about his work. They remember King in different ways, including making signs for parades and treating others nicely.
Rosa Parks seated on a Montgomery bus.
This year marks the 50th anniversary of an important event in history. In 1955, an African American woman named Rosa Parks was arrested in Montgomery, Alabama, for not giving up her bus seat to a white man. Rosa Parks's courage inspired many people, including King, to change that law and work for equal rights.
Today, people can visit the bus that Rosa Parks made famous. It looks like it did in the 1950s. Now it is on display at the Henry Ford Museum in Michigan.
How will you honor Martin Luther King Jr.?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
376,"Every penny counts at Frankton Elementary School in Frankton, Indiana. Next month, students will take part in a contest called Jar Wars. Kids will drop money into jars. The grade that raises the most money will win a pizza party.
All the money will be donated to help save tropical rain forests. Why? People are cutting down rain forest trees to make room for farms and roads. Many plants and animals are in danger of dying out.
Last year, the school raised $891. This year, the goal is to raise even more.
Teacher Ken Kakasuleff came up with the idea for Jar Wars 16 years ago. He says, Earth is our home. We feel proud to protect it.
An area of the Amazon rain forest in Brazil has been destroyed by farmers.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
524,"The picture below shows the underside of a black widow spider. Read about its parts. Then answer the questions.
How many legs does a spider have?
Which body part does a spider use to touch things?
How can some spiders be helpful? How can they be harmful?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
17,"What begins with the words We the people? It is the Constitution of the United States. That is a written plan. It tells the
The Constitution is 221 years old. It was signed on September 17, 1787. At that time, the United States was a new country. It was made up of only 13 states. A group of leaders wanted to make the country better. That is why they worked together to write the Constitution.
Why is it important to have laws?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
587,"Whiskerss school is having a winter holiday party. Whiskers is making the decorations. Add the numbers to help him figure out how many decorations he needs to make.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
573,"Mrs. Richs students voted for their favorite pumpkin foods. Read the pumpkin graph. Then answer the questions.
1.  How many pumpkin foods shown on the circle graph?
2.  How many students like to eat pumpkin pie?
3.  How many more students like pumpkin cookies than bread?
4.  Which pumpkin food do the fewest children like?
measures published under license with MetaMetrics, Inc.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
280,"Eid al-Fitr (EED al-FIHtuhr) is a Muslim holiday. People celebrate for one to three days. They eat special foods, exchange gifts, and wear new clothes. Eid al-Fitr comes at the end of the Muslim month of Ramadan.
Hanukkah is a Jewish holiday. It lasts for eight days. Every night, one candle is lit in a holder called a
Children play a game with a spinning top called a
They receive chocolate coins and other gifts.
Diwali is a Hindu holiday that lasts for two to five days. During that time, people light oil lamps and candles. They put them inside windows and doors and outside their homes.
Las Posadas is a nine-day Mexican celebration. It ends on Christmas. Each night, people hold candles and sing. On the last night, they have parties. Kids break open piatas filled with treats.
Kwanzaa is an African American celebration of family and African culture. It lasts for seven days. People light candles in a holder called a
Christmas is a Christian holiday. Families decorate evergreen trees with lights and ornaments. Some people also string lights on the outside of their homes. On Christmas Day, people give one another gifts.
measures published under license with MetaMetrics, Inc.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
511,"Frogs are disappearing around the world. The frogs are getting a skin
A fungus is a type of plant life that can make animals sick. The disease is spreading. Many frogs are dying. Scientists are trying to figure out how to save the frogs. So far, no one has found a cure for the fungus.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
45,"China is a country in Asia. Study the maps to learn more. Then answer the questions below.
 What is the capital of China?
 What are the names of two rivers in China?
 Which ocean borders China on the east?
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
470,"Nicole Tan goes to the University of California--and she's only 12 years old! She is the youngest person at the school. Nicole passed all of her high school exams when she was 9.
in college. Biology is a type of science. Nicole will study plants and animals and the way they live and grow. Nicole wants to find cures for diseases and help sick children in other countries.
All trademarks and logos are property of Weekly Reader Corporation.
",0,WRLevel2
