Index,Text,Grade,Type
1524,"The following sample questions and answers will give you practice in using the perfect tense.
Have a look at this paragraph, and see if you can decide which verb you should use where a choice is indicated.
ich mein Arbeitspraktikum in der Jugendherberge in Ortenberg im Schwarzwald gemacht. Die Jugendherberge ist ein altes Schloss, das auf einem Berg steht. Es war sehr hektisch, aber auch sehr interessant, denn ich (2)
ich mein Arbeitspraktikum in der Jugendherberge in Ortenberg im Schwarzwald gemacht. Die Jugendherberge ist ein schnes altes Schlo das auf einem Berg steht. Es war sehr hektisch aber sehr interessant, denn ich
Have a look at this paragraph, and see if you can decide which verb you should use where a choice is indicated.
Der Tag hat sehr frh angefangen. Ich (3)
jeden Morgen um halb sechs aufgestanden, um das Frhstck vorzubereiten. Das war hart! Ich (4)
montags bis donnerstags in der Jugendherberge geschlafen. Am Wochenende bin ich nach Hause gefahren.
Der Tag hat sehr frh angefangen. Ich
jeden Morgen um halb sechs aufgestanden, um das Frhstck vorzubereiten. Das war hart! Ich
montags bis donnerstags in der Jugendherberge geschlafen. Am Wochenende bin ich nach Hause gefahren.
Have a look at this paragraph, and see if you can decide which verb you should use where a choice is indicated.
ich der Herbergsmutter an der Rezeption geholfen. An einem Abend (6)
53 Leute angekommen, aber wir hatten nur 45 Betten frei. Wir haben einfach Matratzen aus dem Keller geholt.
ich der Herbergsmutter an der Rezeption geholfen und an einem Abend
53 Leute angekommen. Wir hatten nur 45 Betten frei. Wir haben einfach Matratzen aus dem Keller geholt.
Have a look at this paragraph, and see if you can decide which verb you should use where a choice is indicated.
die Schlafzimmer sauber gemacht, aber ich habe jeden Abend abgewaschen. Wenn ich abends Zeit hatte, (8)
ich mit den Gsten geredet. (9) Ich
viel Kontakt zu jungen Leuten gehabt und das (10)
die Schlafzimmer sauber gemacht, aber ich habe jeden Abend abgewaschen. Wenn ich abends Zeit hatte,
viel Kontakt zu jungen Leuten gehabt und das
Use your language skills in this sinister game of intrigue and detection.
Learn to sprechen like a native with the BBC.


",5,BitGCSE
498,"By a theme we mean an idea that runs through a text. A
Any piece of writing. More widely, a text can be anything that conveys meaning - eg, a film, tv programme, advert, website, or image.
may have one theme or many. Understanding these makes the text more than 'just' a text - it becomes something more significant because we are encouraged to think more deeply about the story; about how it connects to real-life issues, and what it might mean to us.
In Chapter 10, Jekyll writes clearly about the dual nature of human beings. He says that, as a young, educated man from a respectable family, he maintained an appearance of good behaviour at all times. But he says this was a fraud - no one suspected his true nature, which was at times extremely immoral.
Jekyll's experiments began in an attempt to separate the two sides of human nature and destroy the evil one. He discovered that the evil part of his nature was, indeed, part of himself, and therefore, in some sense, natural and part of the whole.
Jekyll and Lanyon are both scientists. Science traditionally explains the real world by means of experiment and observation. Scientists are usually dismissive of the
Something that cannot be explained by the laws of nature; for example, gods and ghosts.
, and Lanyon has avoided Jekyll for ten years because of his 'fanciful' and 'wrong minded' ideas and investigations.
By contrast, in his final 'confession', Jekyll says his investigations ""led wholly towards the mystic and the
Relating to forces or beings that exist outside the natural world.
"". He is fascinated by the mystery of human nature - and such investigations could be seen as closer to religion and psychology than traditional 19th-century science.
There is a 'war of attitudes' between Jekyll and Lanyon, and both men are destroyed by their beliefs. Lanyon by his inability to imagine or accept a world beyond the rational and scientific; Jekyll by accepting and unleashing the dark powers that lie beyond.
Stevenson asks the reader to examine for themselves which man comes closer to the truth.
Utterson represents the standards of conventional society and the law. Like Lanyon, he does not have the imagination to understand what Jekyll is doing.
That is why Jekyll cannot confide in him about what is happening, even though they are old friends. It is also why, throughout the novel, Stevenson makes Utterson come to all the wrong conclusions. The law blinds him to the truth. It is because Utterson is a lawyer that he constantly suspects Hyde is blackmailing Jekyll or has some other criminal purpose.
The ultimate failure of Utterson (and therefore the law) is built into the
The way a text is built and shaped. Chapters, plot, acts and scenes, stanzas, narrative, verse-form, rhyme and rhythm - all these (and many more) are aspects of structure.
of the novel. At the end of Chapter 8,
, Utterson promises the servant, Poole: ""I shall be back before midnight, when we shall send for the police."" But neither he nor the police (the other arm of the law) are heard of again. Their silence is like the death of Lanyon; they have no power to deal with the unexplained that Jekyll has unleashed.
The two names seem to have a double meaning. The two
The units of sound that form a word eg. tiger has 2 syllables ti-ger, and alligator has 4 syllables al-li-gat-or.
of Jekyll's name (Je and kyll) perhaps mean 'I kill' (
). In the last chapter, Jekyll describes how he tried to get rid of (kill) the Hyde in him.
Hyde spelled as 'hide' suggests something hidden from view, or the rough skin of an animal. Jekyll is in some way trying to kill the hidden Hyde and his animal nature.
The size and age of Jekyll and Hyde
Jekyll is much bigger than Hyde. This is seen particularly when Hyde's small body is found in the much larger clothes of Dr Jekyll. The author is perhaps suggesting Hyde is a smaller part of Jekyll, but that if people repress the bad in them it will take over and destroy them.
Hyde is younger and more energetic than Jekyll. This suggests evil is something that develops later in life, after a period of childhood innocence. It also suggests Stevenson felt there is something primitively energetic and exciting about mankind's baser nature; that the 'higher', respectable nature of social humans is
",5,BitGCSE
299,"Countries exhibit different levels of development. The factors which affect development may be economic, social, cultural or technical.
one country is compared to other countries, or to the same country in the past. Developement measures how economically, socially, culturally or technologically advanced a country is. The two most important ways of measuring development are
is a measure a country's wealth and of how this wealth is generated (for example agriculture is considered less economically advanced then banking).
measures the access the population have to wealth, jobs, education, nutrition, health, leisure and safety - as well as political and cultural freedom. Material elements, such as wealth and nutrition, are described as the
Standard of living of a person or a population is usually measured in economic terms, ie how much wealth they have. It also takes into account what there is to spend more on, ie the goods and services that are available for purchase. Life expectancy, literacy rate and other indicators may also be taken into account, when determining standard of living.
. Health and leisure are often referred to as
The level of well-being and enjoyment of life that people have.
For each of the images below, identify whether it is an it is an economic or a human development indicator.
Regions with high levels of development can be recognised by a high availability of medicines, health technology and educated workers.
The city of Manila in the Philippines has attained high levels of development by focusing resources on educating people to work in its high-tech industries.
The education system in a country is a good measure of its development. The population of a developed nation will have a high level of literacy, numeracy and computer skills.
There is no single way to calculate the level of development because of the variety of economies, cultures and peoples. Geographers use a series of
to compare the development of one region against another. For example:
Do the population have access to medical care? What level of healthcare is available - basic or advanced? Is it free?
A Less Economically Developed Country [LEDC] has low levels of development, based on economic indicators, such as gross domestic product (the country's income). More of the countries in the southern hemisphere (eg countries in southern Africa, southern Asia and South America) are LEDCs, while more of the countries in the northern hemisphere are More Economically Developed Countries [MEDCs].
focus on primary industries, such as farming, fishing and mining.
A More Economically Developed Country [MEDC] has high levels of development, based on economic indicators, such as gross domestic product (the country's income). More of the countries in the northern hemisphere are MEDCs, eg UK, USA, Canada, Europe. More of the countries in the southern hemisphere are Less Economically Developed Countries [LEDCs].
focus on secondary industries, such as manufacturing. The most advanced countries tend to focus more on tertiary or service industries, such as banking and information technology.
Do the population have access to education? Is it free? What level of education is available (ie primary, secondary or further/higher education)?
MEDCs are countries which have a high
Standard of living of a person or a population is usually measured in economic terms, ie how much wealth they have. It also takes into account what there is to spend more on, ie the goods and services that are available for purchase. Life expectancy, literacy rate and other indicators may also be taken into account, when determining standard of living.
Gross Domestic Product [GDP] measures the wealth or income of a country. It is the total value of goods and services produced by a country in a year.
. LEDCs are countries with a low standard of living and a much lower GDP.
The map shows the locations of LEDCs and MEDCs. Most of the southern hemisphere is less developed, while countries in the northern hemisphere are more developed.
The North/South divide between MEDCs and LEDCs
Cairo - an example of a LEDC
New York - an example of a MEDC
To assess the economic development of a country, geographers use
is the total value of goods and services produced by a country in a year.
measures the total economic output of a country, including earnings from foreign investments.
is a country's GNP divided by its population. (
measures the annual increase in GDP, GNP, GDP per capita, or GNP per capita.
is the gap in income between a country's richest and poorest people. It can be measured in many ways, (eg the proportion of a country's wealth owned by the richest 10% of the population, compared with the proportion owned by the remaining 90%).
measures how much the prices of goods, services and wages increase each year. High inflation (above a few percent) can be a bad thing, and suggests a government lacks control over the economy.
is the number of people who cannot find work.
shows the division of a country's economy between
The primary sector involves extracting raw materials, rearing animals and growing crops. About 2 per cent of UK workers are employed in the primary sector. The key areas of employment in this sector are farming, mining and fishing.
The secondary sector involves improving raw materials and turning them into something better. About 22 per cent of UK workers are employed in the secondary sector. The key areas of employment in this sector are, processing raw materials, manufacturing, construction and textiles.
The tertiary sector involves providing services. About 76 percent of UK workers are employed in tertiary sector. The key areas of employment in this sector are retail, tourism, education, health and banking.
study population growth and structure. It compares birth rates to death rates, life expectancy and urban and rural ratios. Many
A Less Economically Developed Country [LEDC] has low levels of development, based on economic indicators, such as gross domestic product (the country's income). More of the countries in the southern hemisphere (eg countries in southern Africa, southern Asia and South America) are LEDCs, while more of the countries in the northern hemisphere are More Economically Developed Countries [MEDCs].
A More Economically Developed Country [MEDC] has high levels of development, based on economic indicators, such as gross domestic product (the country's income). More of the countries in the northern hemisphere are MEDCs, eg UK, USA, Canada, Europe. More of the countries in the southern hemisphere are Less Economically Developed Countries [LEDCs].
, with more people living in the countryside than in towns. The birth rate in the UK is 11 per 1000, whereas in Kenya it is 40.
Development often takes place in an uneven way. A country may have a very high
Gross Domestic Product [GDP] measures the wealth or income of a country. It is the total value of goods and services produced by a country in a year.
- derived, for example, from the exploitation of rich oil reserves - while segments of the population live in poverty and lack access to basic education, health and decent housing.
, measuring the non-economic aspects of a country's development.
- the average age to which a person lives, eg this is 79 in the UK and 48 in Kenya.
counts the number of babies, per 1000 live births, who die under the age of one. This is 5 in the UK and 61 in Kenya.
indices count the percentage of people living below the poverty level, or on very small incomes (eg under 1 per day).
- the availability of services necessary for a healthy life, such as clean water and sanitation.
takes into account statistics such as how many doctors there are for every patient.
calculates the percentage of people with diseases such as AIDS, malaria and tuberculosis.
measures how many people attend primary school, secondary school and higher education.
is the percentage of adults who can read and write. This is 99% in the UK, 85% in Kenya and 60% in India.
includes statistics such as the percentage of people with access to phones, mobile phones, television and the internet.
compares statistics such as the literacy rates and employment between the sexes.
compares health and education expenditure with military expenditure and paying off debts.
Geographers compare the statistics for different countries to see if there is a relationship or correlation between the data for different countries. A correlation helps to show what factors contribute to development.
The example below compares GDP per capita to adult literacy rate in a scatter graph. The plotting for each country does not show much on its own, but together they show a pattern.
Scatter graph of adult literacy against GDP per person
measures a country's performance according to specific development indicators. Some countries may appear to be developed according to some indices, but not appear so according to others.
GDP per head of population - ie, a country's GDP divided by the number of its population. Gross Domestic Product is the total amount of goods and services produced in a year. 'Per capita' means 'per head'.
are considerably higher in Vietnam than they are in Pakistan.
. However, in Saudi Arabia there is greater inequality between men and women when considering access to education and political power. So, although they are equal on an economic development index - Saudi Arabia is less developed on a human development index.
Development indices can be misleading and need to be used with care. For example:
Many indices are averages for the whole population of a country. This means that indices do not always reveal substantial inequalities between different segments of society. For example, a portion of the population of a highly developed country could be living below the poverty line.
In some countries, the data used in indices could be out of date or hard to collect. Some countries do not wish to have certain index data collected - for example, many countries do not publish statistics rabout the number of immigrants and migrants.
View of Ho Chi Minh City, Vietnam
To balance inaccuracies, indices tend to be an amalgamation of many different indicators. The United Nations
is a weighted mix of indices that show life expectancy, knowledge (adult literacy and education) and standard of living (GDP per capita). As
has a higher literacy rate and life expectancy than
, it has much higher HDI value even though it has a similar per capita GDP.
HDI is measured between 0 and 1. The USA has an HDI of 0.994 whereas Kenya has an HDI of 0.474.
In an exam you may be given some development indicators for different countries. Read the information for each country carefully. Always look at all the data presented. Don't jump to conclusions about a country on the basis of one or two indicators
",5,BitGCSE
6641,"Many forms, eg the suite, the concerto, the overture, the mass, the chorale - continued little changed from the Baroque period.
Below are some distinctive forms typical of Classical music.
: a large orchestral work, usually in four contrasting movements.
: a dance in 3/4, often part of a Minuet and Trio.
: consisting of two themes or groups of themes, linked by a bridge passage. The three sections are known as 'exposition', 'development', and 'recapitulation'.
: a Roman Catholic mass for the dead with solo voices, chorus and orchestra.
: A dramatic piece for orchestra, chorus and vocal soloists combining acting with music. An opera starts with an overture, for orchestra followed by choruses and arias (a solo singer with orchestra). They also have recitatives, half spoken and half sung music.
Losing your way? Make a Bitesize revision map!
Find out more about making music and send us your performances.


",5,BitGCSE
4315,"The use of climax and anti-climax (the building and releasing of tension) in a drama is crucial, as it creates a sense of
in the audience. We can become incredibly tense as we wait to see what's going to happen in a play, and then we're
when things turn out well. It all adds to an interesting experience.
For example, will the guard notice that the escape tunnel entrance is partly uncovered? If the action is slowed down - perhaps because he sits down and talks for a while - the tension rises as we watch him. If the guard leaves without noticing the tunnel, the tension releases and we sigh with relief. It's up to the
of a drama to create the climax and anti-climax that make sure this happens.
Learn how to thought track in this activity!
Get creative, go backstage and find drama tips and inspiration.
General Theatre Links - Theatre Studies: Articles and Resources
Greek Theatre - Wikipedia: Theatre of Ancient Greece


",5,BitGCSE
6813,"There are three main production methods used in manufacturing: one-off, batch and mass production.
, this is where a single item is required - for example a suspension bridge or a custom-made engine for a racing car. The unit cost is high for this method, as the production system needs to be changed for each different unit.
This occurs where quantities of an item are sold regularly - for example a local baker producing many batches of specialist loaves each day for sale in local shops. Batch production will involve producing and storing the components which will make up the end product, eg the batch production of
Products that sell in high volume, nationally or internationally, are manufactured on production or assembly lines. The initial set-up cost (or capital investment) of mass production is high, due to the specialist equipment used - but the cost is spread across a very large number of products, so the
is low. When a mass-production line runs continuously round the clock, it is called
Post ideas and discuss Design and Technology here.
Give your revision some visual style with a Bitesize revision map!


",5,BitGCSE
2227,"Christianity teaches that everyone is equal in the eyes of God. Therefore there is no reason to treat people differently.
Christian teaching about other people is based on
I give you a new commandment, that you love one another. Just as I have loved you, you also should love one another.
You shall love your neighbour as yourself.
There are also two important teachings in the writings of Paul about this:
From one man he made every nation of men, that they should inhabit the whole earth; and he determined the times set for them and the exact places where they should live.
There is neither Jew nor Greek, slave nor free, male nor female, for you are all one in Christ Jesus.
No one can follow these teachings perfectly, and there will be occasions when Christians, like those of other faiths, are guilty of prejudice and discrimination.
But there are many examples too of Christians challenging injustice when they see the laws of God being broken.
John Sentamu, the Archbishop of York, is from Uganda where he was a lawyer and judge until 1975 when he was forced to flee to Britain when President Idi Amin started a reign of terror against his own people. Archbishop Sentamu has done a lot to raise awareness of racism in British society and in the Anglican church.
Post ideas and discuss Religious Studies here.
Get some direction with a Bitesize revision map
Understand the beliefs of others and develop your own opinion.
The Roman Catholic Church in England and Wales


",5,BitGCSE
4778,"Tuberculosis, or TB for short, is a disease caused by a bacterium called Mycobacterium tuberculosis. The microorganisms are spread through the air in tiny droplets when an infected person sneezes or coughs. Most people who are infected do not show any symptoms. About 10 per cent of people who are infected will go on to suffer symptoms, which include:
death (in about 50 per cent of cases)
Only infected people who show symptoms of TB can spread the microorganisms to other people.
Prevention and control of TB (Higher Tier)
The BCG (Bacillus Calmette-Gurin) vaccination protects about 75 per cent of uninfected people from becoming infected.
from 2006 about how drug-resistant strains of TB are putting European Union states at risk of a deadly outbreak.
Antiobiotics are drugs that kill bacteria or prevent them from reproducing. Infected people who do not show any symptoms of TB are usually given a course of one antibiotic, but infected people who are showing symptoms of TB need a course of several antibiotics at once. This is to reduce the chance that strains of antibiotic-resistant bacteria will emerge.
Get some direction with a Bitesize revision map


",5,BitGCSE
2466,"Listen to the poem and watch the slideshow
It took a hurricane, to bring her closer
I am following the movement of your winds,
I am riding the mystery of your storm.
Come to break the frozen lake in me,
Shaking the foundations of the very trees within me,
That the earth is the earth is the earth.
A woman, living in England, is woken by a hurricane.
Addressing the wind as a god, she asks what it is doing creating such havoc in this part of the world (stanzas 2-5).
She then speaks of the effect the storm has on her personally. She feels somehow unchained, and at one with the world.
She feels that the hurricane has come with a message to her, perhaps to tell her that the same forces are at work in England as in the Caribbean.
The Carib Indian God of the winds. The Carib Indians were the original inhabitants of the Caribbean Islands, until they were wiped out by European settlers.
Oya and Shango are both storm gods - one female, one male - belonging originally to the Yoruba people of West Africa. When, in the 18th and 19th centuries, the people of Africa were transported to the Caribbean to be sold as slaves, they carried their religion with them. At first, the gods were worshipped secretly, but in the 20th century they emerged as symbols of the African side of Caribbean identity. 'Ogun', in Edward Kamau Brathwaite's poem, is also a Yoruban god.
Hurricanes are given names, by meteorologists, in alphabetical order. Until quite recently, these names were always female. Hurricane Hattie is one Grace Nichols remembers from her childhood.
Back to Poems from different cultures index
Get some direction with a Bitesize revision map
Get creative, get published and get expert writing advice at BBC Blast.


",5,BitGCSE
3044,"you need to understand the factors that affect a car's
The stopping distance depends on two factors:
to a situation. During this reaction time the car carries on moving. The
is the distance travelled in between the driver
he needs to brake and actually braking.
- The braking distance is the distance taken to
stopping distance = thinking distance + braking distance
car conditions (bald tyres, poor brakes, full of people)
The diagram shows how, under normal driving conditions, thinking distance and braking distance depend on the speed of the car.
from the car in front, especially if the road conditions are poor.
Back to Force, energy and motion index
Give your revision some visual style with a Bitesize revision map!


",5,BitGCSE
